Species name,Clade name,wing length,tail length,tarsus length,middle toe length,bill length,bill width,bill depth,Neotropics,Afrotropics,Orient,Australasia,other region
Scytalopus latebricola,suboscine,55.5,36.0,21.4,17.8,13.4,5.5,5.0,1,0,0,0,0
Scytalopus magellanicus,suboscine,48.0,33.0,16.0,11.2,13.3,5.4,4.2,1,0,0,0,0
Siptornis striaticollis,suboscine,63.0,44.0,16.8,13.4,11.5,3.9,4.1,1,0,0,0,0
Sirystes sibilator,suboscine,96.7,81.3,18.4,11.4,21.4,9.7,6.4,1,0,0,0,0
Sittasomus griseicapillus,suboscine,76.7,74.0,15.1,11.0,17.2,4.8,4.0,1,0,0,0,0
Smithornis rufolateralis,suboscine,63.5,39.3,13.4,11.6,16.4,10.6,5.7,0,1,0,0,0
Spartonoica maluroides,suboscine,50.0,63.0,16.5,13.4,13.7,4.3,3.5,1,0,0,0,0
Stigmatura budytoides,suboscine,58.0,66.5,21.3,10.6,13.3,5.6,4.0,1,0,0,0,0
Sublegatus arenarum,suboscine,78.0,70.0,19.1,10.4,14.6,8.3,4.6,1,0,0,0,0
Sylviorthorhynchus desmursii,suboscine,56.0,140.0,24.0,15.8,19.4,3.8,4.1,1,0,0,0,0
Synallaxis albescens,suboscine,56.5,65.5,18.6,14.8,13.8,6.7,4.4,1,0,0,0,0
Synallaxis candei,suboscine,59.0,67.0,21.7,14.4,14.8,5.2,4.4,1,0,0,0,0
Synallaxis rutilans,suboscine,62.0,80.0,19.3,13.9,15.7,4.7,4.6,1,0,0,0,0
Synallaxis scutata,suboscine,60.0,67.0,19.9,15.4,14.1,5.2,4.6,1,0,0,0,0
Synallaxis stictothorax,suboscine,49.0,50.0,17.4,12.7,12.5,5.4,5.3,1,0,0,0,0
Syndactyla guttulata,suboscine,91.0,81.0,23.2,18.8,22.8,8.1,8.0,1,0,0,0,0
Syndactyla subalaris,suboscine,87.0,78.0,22.2,17.8,20.7,8.5,7.1,1,0,0,0,0
Teledromas fuscus,suboscine,79.5,66.0,30.8,18.2,17.5,7.1,6.9,1,0,0,0,0
Terenotriccus erythrurus,suboscine,50.0,38.6,14.0,8.6,10.5,5.2,3.2,1,0,0,0,0
Terenura callinota,suboscine,60.0,46.0,15.3,10.5,14.2,5.9,4.0,1,0,0,0,0
Thamnistes anabatinus,suboscine,71.0,65.0,19.0,12.2,22.1,8.8,7.3,1,0,0,0,0
Thamnomanes ardesiacus,suboscine,73.0,50.0,18.2,10.4,19.3,7.3,5.4,1,0,0,0,0
Thamnomanes caesius,suboscine,70.0,57.0,15.7,9.3,18.4,7.6,5.0,1,0,0,0,0
Thamnomanes schistogynus,suboscine,73.0,59.5,17.4,14.7,17.7,8.6,6.1,1,0,0,0,0
Thamnophilus aethiops,suboscine,74.0,58.0,22.2,19.1,21.3,9.9,8.2,1,0,0,0,0
Thamnophilus doliatus,suboscine,69.5,57.5,26.2,16.1,22.4,9.6,7.7,1,0,0,0,0
Thamnophilus murinus,suboscine,64.0,51.0,18.7,9.9,20.0,6.7,5.8,1,0,0,0,0
Thamnophilus punctatus,suboscine,69.0,55.0,20.8,13.2,23.0,9.2,7.4,1,0,0,0,0
Thamnophilus schistaceus,suboscine,66.6,51.6,18.8,11.5,20.0,6.8,6.2,1,0,0,0,0
Thripadectes rufobrunneus,suboscine,95.0,92.0,28.7,21.4,26.4,9.9,8.9,1,0,0,0,0
Thripadectes virgaticeps,suboscine,94.0,90.0,26.2,21.1,27.0,10.4,9.2,1,0,0,0,0
Thripophaga macroura,suboscine,82.0,77.0,22.2,18.4,18.9,7.1,6.0,1,0,0,0,0
Tityra cayana,suboscine,124.5,75.5,23.8,17.1,28.0,16.7,13.1,1,0,0,0,0
Tityra semifasciata,suboscine,121.0,69.0,25.3,19.2,26.7,16.7,12.6,1,0,0,0,0
Todirostrum chrysocrotaphum,suboscine,42.0,27.0,15.0,7.2,13.6,5.9,3.1,1,0,0,0,0
Todirostrum cinereum,suboscine,42.8,31.8,18.6,9.1,16.1,6.0,3.9,1,0,0,0,0
Todirostrum nigriceps,suboscine,38.0,29.0,13.3,9.8,12.7,5.7,3.4,1,0,0,0,0
Todirostrum poliocephalum,suboscine,58.5,45.0,16.3,11.5,12.7,8.1,4.8,1,0,0,0,0
Tolmomyias assimilis,suboscine,67.0,50.7,16.2,8.0,15.2,7.6,4.5,1,0,0,0,0
Tolmomyias flaviventris,suboscine,59.0,49.0,15.3,6.5,13.8,10.0,6.8,1,0,0,0,0
Tolmomyias sulphurescens,suboscine,63.0,54.0,17.5,9.7,14.4,10.0,4.6,1,0,0,0,0
Tyranneutes stolzmanni,suboscine,51.0,23.0,11.6,7.0,11.1,5.0,3.3,1,0,0,0,0
Tyrannulus elatus,suboscine,49.0,40.0,12.6,7.2,9.2,5.8,4.6,1,0,0,0,0
Tyrannus caudifasciatus,suboscine,108.0,86.0,21.8,16.3,30.3,13.2,8.1,0,0,0,0,1
Tyrannus dominicensis,suboscine,115.5,90.5,18.8,14.5,30.7,14.7,8.8,1,0,0,0,1
Tyrannus melancholicus,suboscine,115.6,93.6,17.5,12.7,26.3,12.1,7.8,1,0,0,0,1
Tyrannus niveigularis,suboscine,101.0,76.0,15.8,14.1,22.3,12.4,8.6,1,0,0,0,0
Tyrannus tyrannus,suboscine,112.0,80.0,17.3,16.2,20.4,10.1,7.3,0,0,0,0,1
Upucerthia dumetaria,suboscine,96.0,73.0,25.1,17.8,34.7,6.9,6.2,1,0,0,0,0
Upucerthia validirostris,suboscine,97.0,96.0,28.2,24.8,43.6,7.1,6.9,1,0,0,0,0
Xenops minutus,suboscine,64.0,48.3,13.7,9.0,14.8,5.1,5.0,1,0,0,0,0
Xenops rutilans,suboscine,67.0,48.5,13.7,13.7,13.8,5.4,4.8,1,0,0,0,0
Xenopsaris albinucha,suboscine,59.3,49.5,14.3,10.3,11.4,6.3,5.0,1,0,0,0,0
Xiphocolaptes promeropirhynchus,suboscine,138.0,121.5,33.9,32.9,49.1,15.4,14.2,1,0,0,0,0
Xiphorhynchus elegans,suboscine,95.5,79.0,21.1,17.2,32.2,10.5,8.4,1,0,0,0,0
Xiphorhynchus erythropygius,suboscine,115.7,102.3,22.8,18.2,34.5,10.8,8.6,1,0,0,0,0
Xiphorhynchus flavigaster,suboscine,112.5,99.8,23.4,19.1,42.2,10.7,9.1,1,0,0,0,0
Xiphorhynchus fuscus,suboscine,72.5,72.0,18.6,13.6,24.5,7.3,5.3,1,0,0,0,0
Xiphorhynchus guttatus,suboscine,111.8,97.3,23.4,19.0,40.7,10.3,9.3,1,0,0,0,0
Xiphorhynchus lachrymosus,suboscine,121.5,102.5,24.9,21.4,37.8,12.0,10.5,1,0,0,0,0
Xiphorhynchus obsoletus,suboscine,97.5,79.5,21.0,16.1,26.9,9.7,8.1,1,0,0,0,0
Xiphorhynchus ocellatus,suboscine,105.3,89.5,20.6,17.5,33.5,8.7,7.9,1,0,0,0,0
Xiphorhynchus pardalotus,suboscine,97.5,88.5,21.5,17.8,33.6,10.6,8.0,1,0,0,0,0
Xiphorhynchus spixii,suboscine,100.7,82.3,20.4,16.5,33.1,9.7,7.2,1,0,0,0,0
Xiphorhynchus triangularis,suboscine,113.0,94.5,21.5,17.8,29.8,9.5,8.2,1,0,0,0,0
Xolmis pyrope,suboscine,109.0,87.0,25.8,13.3,21.0,10.1,6.0,1,0,0,0,0
Zimmerius gracilipes,suboscine,51.0,41.5,15.0,7.8,10.4,4.2,3.4,1,0,0,0,0
Zimmerius vilissimus,suboscine,57.0,49.3,18.5,10.6,10.3,5.6,4.3,1,0,0,0,0
