Species name,Clade name,wing length,tail length,tarsus length,middle toe length,bill length,bill width,bill depth,Neotropics,Afrotropics,Orient,Australasia,other region
Pericrocotus flammeus,core_Corvoidea,103.3,99.5,18.9,15.4,21.5,10.2,7.1,0,0,1,1,0
Pericrocotus solaris,core_Corvoidea,83.8,88.8,14.1,11.7,15.4,7.0,4.7,0,0,1,0,0
Perisoreus infaustus,core_Corvoidea,147.0,127.0,36.2,22.5,26.1,13.7,12.0,0,0,0,0,1
Philentoma pyrhoptera,core_Corvoidea,81.0,67.0,15.9,10.5,20.5,7.7,4.6,0,0,1,0,0
Philentoma velata,core_Corvoidea,99.0,83.0,19.1,11.2,21.2,8.8,5.5,0,0,1,0,0
Pica pica,core_Corvoidea,200.0,283.0,49.1,30.4,42.9,18.6,16.5,0,0,1,0,1
Pitohui cristatus,core_Corvoidea,108.0,85.0,34.3,23.8,26.5,14.8,12.6,0,0,0,1,0
Pitohui dichrous,core_Corvoidea,107.3,98.1,33.6,21.4,29.3,12.2,10.8,0,0,0,1,0
Pitohui ferrugineus,core_Corvoidea,125.7,106.8,30.9,20.2,27.7,11.0,10.6,0,0,0,1,0
Pitohui kirhocephalus,core_Corvoidea,103.0,95.0,27.7,17.7,29.5,8.3,8.4,0,0,0,1,0
Pitohui nigrescens,core_Corvoidea,126.0,106.5,31.8,19.7,28.2,13.6,11.6,0,0,0,1,0
Pityriasis gymnocephala,core_Corvoidea,151.0,77.0,29.0,18.8,35.9,13.6,16.1,0,0,1,0,0
Platylophus galericulatus,core_Corvoidea,132.0,113.0,33.3,19.4,31.2,13.1,13.0,0,0,1,0,0
Platysmurus leucopterus,core_Corvoidea,186.0,177.5,36.5,26.4,39.6,18.0,20.3,0,0,1,0,0
Platysteira cyanea,core_Corvoidea,65.5,53.0,18.8,11.0,16.9,7.1,5.9,0,1,0,0,0
Platysteira peltata,core_Corvoidea,70.5,55.0,21.4,10.8,17.8,8.2,5.3,0,1,0,0,0
Podoces biddulphi,core_Corvoidea,151.0,111.0,46.0,25.6,53.9,14.2,13.2,0,0,0,0,1
Prionops plumatus,core_Corvoidea,107.8,88.5,22.5,15.1,22.8,10.2,7.9,0,1,0,0,0
Prionops retzii,core_Corvoidea,123.3,90.5,22.4,16.1,22.7,10.7,7.8,0,1,0,0,0
Prionops scopifrons,core_Corvoidea,98.0,74.5,19.4,13.0,22.0,10.0,7.8,0,1,0,0,0
Pseudobias wardi,core_Corvoidea,79.0,58.0,14.6,9.2,15.9,8.7,5.2,0,0,0,0,1
Psophodes cristatus,core_Corvoidea,92.0,99.0,23.4,20.4,16.5,7.9,8.0,0,0,0,1,0
Psophodes olivaceus,core_Corvoidea,97.0,129.7,32.9,22.7,21.5,9.3,9.0,0,0,0,1,0
Ptiloris magnificus,core_Corvoidea,177.0,108.0,41.2,31.4,49.7,14.0,11.9,0,0,0,1,0
Ptiloris paradiseus,core_Corvoidea,147.0,96.5,34.0,28.0,58.1,13.7,11.5,0,0,0,1,0
Ptilorrhoa caerulescens,core_Corvoidea,89.3,97.0,31.1,18.6,23.4,7.7,6.5,0,0,1,0,0
Ptilorrhoa castanonota,core_Corvoidea,92.0,101.0,33.3,22.9,27.1,9.5,7.9,0,0,0,1,0
Ptilorrhoa leucosticta,core_Corvoidea,84.0,94.0,31.8,23.1,22.6,7.4,6.8,0,0,0,1,0
Pyrrhocorax pyrrhocorax,core_Corvoidea,302.0,155.0,57.0,35.7,58.6,16.6,16.2,0,0,1,0,1
Rhagologus leucostigma,core_Corvoidea,84.5,61.5,21.1,14.4,17.0,7.0,6.4,0,0,0,1,0
Rhipidura fuliginosa,core_Corvoidea,75.0,85.0,15.9,11.5,8.7,4.1,3.0,0,0,0,1,1
Rhipidura javanica,core_Corvoidea,78.0,87.0,18.3,9.4,16.1,5.9,3.9,0,0,1,0,0
Rhipidura leucophrys,core_Corvoidea,100.0,106.0,25.4,16.0,13.6,5.6,4.3,0,0,0,1,0
Rhipidura leucothorax,core_Corvoidea,76.0,84.0,20.0,11.8,18.8,7.1,4.5,0,0,0,1,0
Rhipidura perlata,core_Corvoidea,83.0,80.0,13.8,7.4,15.9,5.3,3.9,0,0,1,0,0
Rhipidura rufidorsa,core_Corvoidea,65.0,69.0,16.3,8.9,13.2,5.3,3.8,0,0,0,1,0
Rhipidura rufiventris,core_Corvoidea,85.0,80.0,14.3,8.5,17.5,6.8,4.1,0,0,0,1,0
Rhipidura threnothorax,core_Corvoidea,80.0,95.0,21.2,11.4,17.8,6.3,4.2,0,0,0,1,0
Rhodophoneus cruentus,core_Corvoidea,93.0,116.0,31.4,18.3,22.6,10.3,8.6,0,1,0,0,0
Schetba rufa,core_Corvoidea,101.5,71.5,22.0,18.3,23.1,10.7,9.0,0,0,0,0,1
Seleucidis melanoleucus,core_Corvoidea,176.5,105.5,45.0,33.1,60.9,13.8,10.8,0,0,0,1,0
Semioptera wallacii,core_Corvoidea,151.0,87.0,42.0,30.8,43.2,15.1,13.8,0,0,0,1,0
Sphecotheres viridis,core_Corvoidea,127.0,95.5,24.5,21.8,22.9,12.9,9.7,0,0,0,1,0
Strepera versicolor,core_Corvoidea,268.2,220.5,62.5,39.2,62.8,21.7,23.5,0,0,0,1,0
Struthidea cinerea,core_Corvoidea,145.0,153.8,44.9,28.9,25.2,13.5,13.6,0,0,0,1,0
Tchagra australis,core_Corvoidea,73.0,83.0,25.5,17.1,20.3,11.1,7.9,0,1,0,0,0
Tchagra minutus,core_Corvoidea,77.0,83.0,25.5,18.8,23.7,9.5,9.1,0,1,0,0,0
Tchagra senegalus,core_Corvoidea,80.0,82.0,28.3,19.5,23.3,10.6,9.5,0,1,0,0,1
Telophorus nigrifrons,core_Corvoidea,90.0,85.0,23.5,14.9,17.1,9.6,8.0,0,1,0,0,0
Telophorus quadricolor,core_Corvoidea,84.0,91.0,27.8,18.6,23.1,9.1,7.9,0,1,0,0,0
Telophorus zeylonus,core_Corvoidea,102.0,100.0,33.6,21.8,27.7,11.5,10.6,0,1,0,0,0
Tephrodornis gularis,core_Corvoidea,102.0,63.0,16.6,10.9,25.6,8.9,7.3,0,0,1,0,0
Terpsiphone paradisi,core_Corvoidea,93.0,227.0,16.9,10.5,23.6,8.7,6.1,0,0,1,1,1
Terpsiphone viridis,core_Corvoidea,79.6,150.1,13.9,8.8,18.9,7.8,4.9,0,1,0,0,0
Trochocercus nitens,core_Corvoidea,64.4,65.3,14.8,8.6,15.7,6.7,3.4,0,1,0,0,0
Urocissa flavirostris,core_Corvoidea,184.0,246.0,45.1,29.8,34.5,15.6,14.3,0,0,1,0,0
Urolestes melanoleucus,core_Corvoidea,131.0,225.0,33.4,22.9,22.3,13.7,12.1,0,1,0,0,0
Vanga curvirostris,core_Corvoidea,114.0,109.0,30.1,22.8,32.7,13.2,11.6,0,0,0,0,1
Vireo altiloquus,core_Corvoidea,78.0,54.0,18.3,11.0,22.4,5.6,6.8,0,0,0,0,1
Vireo flavifrons,core_Corvoidea,76.0,50.0,19.3,11.5,15.7,5.0,5.0,0,0,0,0,1
Vireo flavoviridis,core_Corvoidea,77.0,53.0,18.7,10.8,17.6,7.5,5.2,1,0,0,0,1
Vireo gilvus,core_Corvoidea,67.0,47.0,17.5,11.3,14.5,6.4,4.6,1,0,0,0,1
Vireo griseus,core_Corvoidea,62.0,49.0,19.4,10.3,14.3,4.3,4.0,1,0,0,0,1
Vireo modestus,core_Corvoidea,56.0,49.0,18.7,10.5,12.5,7.0,4.5,0,0,0,0,1
Vireo olivaceus,core_Corvoidea,72.7,50.0,17.7,11.0,17.3,6.3,4.7,1,0,0,0,1
Vireo osburni,core_Corvoidea,72.0,58.0,21.0,14.0,17.0,8.5,7.2,0,0,0,0,1
Vireo philadelphicus,core_Corvoidea,66.0,45.0,17.1,9.9,14.0,6.3,4.4,0,0,0,0,1
Vireo solitarius,core_Corvoidea,73.0,52.0,18.7,11.2,13.3,6.4,5.4,1,0,0,0,1
Vireolanius leucotis,core_Corvoidea,77.0,57.0,21.2,13.2,21.2,9.7,7.6,1,0,0,0,0
Vireolanius pulchellus,core_Corvoidea,70.0,45.0,21.5,12.5,20.1,9.1,7.5,1,0,0,0,0
Abroscopus albogularis,Passerida,53.5,70.5,20.0,11.4,12.8,5.3,3.8,0,0,1,0,0
Acridotheres cristatellus,Passerida,136.0,83.0,39.9,30.1,28.1,14.4,11.4,0,0,1,0,0
Acridotheres fuscus,Passerida,124.3,76.3,37.1,29.7,26.7,10.7,8.6,0,0,1,1,0
Acridotheres tristis,Passerida,145.7,96.0,40.9,29.5,28.6,13.1,11.0,0,1,1,1,1
Acrocephalus aedon,Passerida,86.0,86.0,28.4,16.0,19.9,7.9,6.7,0,0,0,0,1
Acrocephalus agricola,Passerida,60.0,57.0,22.9,13.1,15.6,4.2,3.6,0,0,0,0,1
Acrocephalus arundinaceus,Passerida,96.0,80.0,29.1,17.7,23.0,9.1,6.3,0,0,0,0,1
Acrocephalus baeticatus,Passerida,59.0,50.0,21.4,12.6,16.3,5.0,3.6,0,1,0,0,0
Acrocephalus familiaris,Passerida,61.0,56.0,23.6,13.3,18.8,5.5,4.3,0,0,0,1,0
Acrocephalus griseldis,Passerida,81.0,59.0,24.2,14.6,21.3,6.8,4.9,0,0,0,0,1
Aegithalos caudatus,Passerida,62.5,87.0,17.4,9.4,7.7,4.2,3.9,0,0,0,0,1
Aegithalos concinnus,Passerida,52.5,47.0,16.5,11.1,8.5,4.1,3.5,0,0,1,0,1
Aegithalos iouschistos,Passerida,58.0,48.0,17.1,9.8,8.2,4.2,3.3,0,0,1,0,0
Aegithalos niveogularis,Passerida,91.0,53.0,17.4,11.0,8.8,3.9,3.6,0,0,1,0,0
Agelaius phoeniceus,Passerida,113.0,83.5,28.3,19.6,22.1,8.6,10.7,1,0,0,0,1
Agelasticus cyanopus,Passerida,90.5,78.0,25.1,18.4,25.3,9.1,8.3,1,0,0,0,0
Aimophila carpalis,Passerida,64.0,62.0,19.4,13.3,13.0,6.1,6.6,0,0,0,0,1
Alaemon alaudipes,Passerida,125.0,90.0,31.0,15.9,31.2,9.3,7.4,0,1,0,0,0
Alauda arvensis,Passerida,104.0,62.5,25.1,17.2,14.8,6.6,5.8,0,0,1,0,1
Alcippe brunneicauda,Passerida,71.0,58.0,19.9,9.7,14.5,4.8,4.1,0,0,1,0,0
Alethe diademata,Passerida,90.0,69.2,22.8,13.7,19.7,6.5,5.4,0,1,0,0,0
Alethe poliocephala,Passerida,89.7,55.0,25.0,14.6,20.0,6.4,5.3,0,1,0,0,0
Alophoixus bres,Passerida,108.0,87.0,20.4,11.2,22.6,8.6,7.5,0,0,1,0,0
Alophoixus phaeocephalus,Passerida,94.0,77.0,19.4,10.9,20.6,8.1,6.4,0,0,1,0,0
Alopochelidon fucata,Passerida,98.0,36.0,9.2,9.7,9.4,6.6,3.4,1,0,0,0,0
Amalocichla incerta,Passerida,83.0,55.0,37.7,22.0,20.9,9.1,6.7,0,0,0,1,0
Amalocichla sclateriana,Passerida,101.0,71.5,47.1,27.9,29.0,10.8,9.3,0,0,0,1,0
Amandava amandava,Passerida,45.5,36.5,13.7,13.3,10.6,6.2,6.3,0,0,1,0,0
Amandava subflava,Passerida,43.0,32.0,12.5,10.7,9.0,5.4,5.9,0,1,0,0,0
Amblycercus holosericeus,Passerida,104.0,104.0,32.5,21.0,31.4,11.7,14.2,1,0,0,0,0
Amblyospiza albifrons,Passerida,96.0,69.0,23.0,20.9,24.7,15.4,17.5,0,1,0,0,0
Ammodramus savannarum,Passerida,57.0,40.0,20.0,15.2,13.0,7.3,7.1,1,0,0,0,1
Ammomanes deserti,Passerida,103.0,67.0,21.6,14.9,15.9,7.7,7.4,0,1,1,0,1
Ammomanes grayi,Passerida,83.0,48.0,21.4,13.5,15.4,6.6,5.6,0,1,0,0,0
Amphispiza bilineata,Passerida,64.0,62.0,18.7,12.8,12.4,7.1,7.0,1,0,0,0,1
Anaplectes rubriceps,Passerida,80.0,46.0,19.0,13.7,20.0,8.7,8.3,0,1,0,0,0
Andropadus ansorgei,Passerida,72.5,62.5,18.8,11.5,15.8,8.1,5.5,0,1,0,0,0
Andropadus curvirostris,Passerida,77.9,68.5,18.9,11.7,15.9,7.0,5.3,0,1,0,0,0
Andropadus gracilis,Passerida,71.0,60.8,16.8,9.3,15.1,5.6,4.0,0,1,0,0,0
Andropadus importunus,Passerida,87.5,81.0,20.5,14.5,18.5,8.1,6.3,0,1,0,0,0
Andropadus latirostris,Passerida,86.0,79.0,21.3,13.8,17.3,8.6,6.2,0,1,0,0,0
Andropadus masukuensis,Passerida,81.5,77.8,21.1,13.9,15.4,8.1,5.5,0,1,0,0,0
Andropadus milanjensis,Passerida,91.8,84.0,23.9,15.8,20.4,10.0,6.8,0,1,0,0,0
Andropadus nigriceps,Passerida,90.8,81.5,25.1,16.1,18.5,8.9,6.2,0,1,0,0,0
Andropadus tephrolaemus,Passerida,86.5,77.0,23.8,15.9,19.6,9.1,6.9,0,1,0,0,0
Andropadus virens,Passerida,76.5,66.0,20.4,12.5,15.4,7.8,5.7,0,1,0,0,0
Anomalospiza imberbis,Passerida,69.0,36.0,18.1,16.9,13.4,8.0,9.8,0,1,0,0,0
Anthoscopus musculus,Passerida,52.8,25.8,13.0,9.8,8.6,3.8,3.5,0,1,0,0,0
Anthreptes collaris,Passerida,49.5,27.5,14.4,7.6,16.3,4.5,3.6,0,1,0,0,0
Anthreptes fraseri,Passerida,65.8,44.1,14.4,8.6,19.5,4.4,4.2,0,1,0,0,0
Anthreptes malacensis,Passerida,64.0,41.0,15.4,9.1,19.5,5.0,3.8,0,0,1,1,0
Anthreptes simplex,Passerida,60.0,46.0,14.5,8.4,16.2,4.8,3.3,0,0,1,0,0
Anthreptes singalensis,Passerida,53.0,39.0,15.0,7.0,15.5,4.1,3.4,0,0,1,0,0
Anthus berthelotii,Passerida,77.0,54.0,22.2,16.0,15.6,5.7,4.5,0,0,0,0,1
Anthus bogotensis,Passerida,84.0,59.0,23.6,18.2,15.0,7.9,5.7,1,0,0,0,0
Anthus caffer,Passerida,68.5,43.0,17.5,13.1,13.4,5.6,4.3,0,1,0,0,0
Anthus campestris,Passerida,93.5,67.0,25.9,17.0,18.5,6.8,5.6,0,0,0,0,1
Anthus cervinus,Passerida,86.0,58.0,21.0,15.5,14.9,5.7,4.1,0,0,0,0,1
Anthus correndera,Passerida,81.0,57.0,23.9,19.1,15.8,6.2,4.9,1,0,0,0,0
Anthus furcatus,Passerida,79.0,55.0,21.7,15.3,13.7,5.7,4.4,1,0,0,0,0
Anthus godlewskii,Passerida,88.0,64.0,26.1,18.3,16.9,6.8,5.1,0,0,0,0,1
Anthus hellmayri,Passerida,73.5,57.0,22.8,17.2,14.7,5.9,4.2,1,0,0,0,0
Anthus hodgsoni,Passerida,78.0,56.0,21.8,16.1,14.7,6.0,5.3,0,0,0,0,1
Anthus hoeschi,Passerida,82.0,53.0,26.2,17.9,17.4,7.3,5.7,0,1,0,0,0
Anthus leucophrys,Passerida,98.0,65.0,26.7,17.4,18.0,7.0,5.4,0,1,0,0,0
Anthus lineiventris,Passerida,85.0,64.0,27.9,19.8,18.7,7.5,5.5,0,0,0,0,1
Anthus lutescens,Passerida,63.7,42.7,19.9,15.6,14.2,5.8,4.0,1,0,0,0,0
Anthus novaeseelandiae,Passerida,85.5,59.0,26.1,17.8,18.6,6.9,5.5,0,0,0,1,1
Anthus pratensis,Passerida,82.0,59.0,22.1,15.7,14.8,5.4,4.2,0,0,0,0,1
Anthus roseatus,Passerida,91.5,59.0,22.7,16.3,16.3,5.9,5.0,0,0,1,0,1
Anthus rufulus,Passerida,82.3,58.0,26.4,18.4,16.7,6.5,5.3,0,0,1,0,1
Anthus similis,Passerida,97.5,73.0,26.6,18.3,18.5,7.5,6.0,0,1,1,0,0
Anthus spinoletta,Passerida,92.0,63.0,24.6,18.1,17.2,5.7,4.5,0,0,0,0,1
Anthus spragueii,Passerida,83.0,57.0,21.9,18.1,14.2,6.2,4.8,0,0,0,0,1
Anthus sylvanus,Passerida,79.0,66.0,23.5,18.2,16.8,8.0,6.1,0,0,1,0,0
Anthus trivialis,Passerida,85.3,57.8,21.5,17.0,15.5,6.1,5.3,0,0,0,0,1
Anthus vaalensis,Passerida,93.0,63.0,27.5,17.5,18.1,7.2,6.1,0,1,0,0,0
Apalis alticola,Passerida,57.0,57.0,20.6,12.0,15.1,5.0,3.1,0,1,0,0,0
Apalis flavida,Passerida,53.0,50.0,19.5,10.7,14.1,5.1,3.7,0,1,0,0,0
Apalis goslingi,Passerida,46.3,37.7,14.9,8.2,12.6,4.4,2.6,0,1,0,0,0
Apalis thoracica,Passerida,57.0,50.0,21.7,12.5,14.6,4.9,3.6,0,1,0,0,0
Apalopteron familiare,Passerida,67.0,56.0,24.2,13.8,16.5,6.3,5.1,0,0,0,1,0
Aplonis cantoroides,Passerida,100.3,64.8,22.7,17.6,22.3,11.5,8.2,0,0,0,1,0
Aplonis crassa,Passerida,105.0,78.0,24.0,18.6,23.2,13.2,8.0,0,0,0,1,0
Aplonis magna,Passerida,122.0,167.0,28.0,23.6,29.1,14.4,9.7,0,0,0,1,0
Aplonis metallica,Passerida,108.2,96.0,22.9,20.5,24.7,12.4,7.9,0,0,0,1,0
Aplonis minor,Passerida,103.3,68.0,21.3,17.3,20.3,10.0,7.5,0,0,1,1,0
Aplonis opaca,Passerida,127.0,63.0,30.9,24.1,29.7,13.7,10.0,0,0,0,1,0
Aplonis panayensis,Passerida,106.7,72.8,23.0,19.3,23.0,12.2,8.8,0,0,1,1,0
Arachnothera crassirostris,Passerida,76.0,45.0,16.2,9.8,35.4,5.4,4.8,0,0,1,0,0
Arachnothera longirostra,Passerida,65.0,41.0,15.4,8.5,38.4,4.6,3.9,0,0,1,0,0
Arachnothera robusta,Passerida,87.0,54.0,17.8,10.4,56.9,7.1,6.3,0,0,1,0,0
Arremon aurantiirostris,Passerida,76.0,65.0,27.2,17.5,17.3,7.9,9.3,1,0,0,0,0
Arremon taciturnus,Passerida,81.0,63.0,24.0,21.0,16.9,7.7,8.5,1,0,0,0,0
Arremonops conirostris,Passerida,67.0,59.0,23.7,15.6,15.9,9.2,9.2,1,0,0,0,0
Artisornis metopias,Passerida,48.0,38.0,20.8,11.5,15.4,4.7,3.3,0,1,0,0,0
Auriparus flaviceps,Passerida,53.0,47.0,15.4,9.2,10.9,4.7,4.5,0,0,0,0,1
Baeolophus bicolor,Passerida,78.0,67.5,20.4,13.3,13.0,4.5,5.2,0,0,0,0,1
Baeolophus inornatus,Passerida,68.0,56.0,20.8,12.7,13.3,6.3,6.8,0,0,0,0,1
Baeolophus wollweberi,Passerida,64.0,56.0,16.7,10.3,9.9,5.6,5.0,1,0,0,0,1
Baeopogon clamans,Passerida,101.2,71.5,18.8,13.3,18.6,6.7,5.4,0,1,0,0,0
Basileuterus culicivorus,Passerida,64.0,57.0,17.0,10.5,13.1,6.8,4.9,1,0,0,0,0
Basilornis celebensis,Passerida,126.0,90.0,28.7,24.5,26.9,12.6,10.4,0,0,0,1,0
Bathmocercus rufus,Passerida,54.0,45.0,24.6,13.3,14.2,6.2,4.5,0,1,0,0,0
Bathmocercus winifredae,Passerida,59.0,49.0,24.1,15.0,15.9,5.5,4.6,0,1,0,0,0
Bleda eximius,Passerida,92.8,81.5,24.5,13.3,21.2,6.4,6.4,0,1,0,0,0
Bleda syndactylus,Passerida,109.9,92.0,24.5,14.9,26.6,8.0,7.8,0,1,0,0,0
Bombycilla cedrorum,Passerida,95.5,54.0,17.9,16.1,14.7,8.7,5.5,0,0,0,0,1
Bombycilla garrulus,Passerida,117.5,66.0,21.2,20.9,17.8,9.8,6.4,0,0,0,0,1
Bombycilla japonica,Passerida,105.0,51.0,17.3,18.6,16.0,9.3,6.7,0,0,0,0,1
Bradornis pallidus,Passerida,100.0,72.0,24.0,15.2,17.3,6.5,5.9,0,0,0,0,1
Bradypterus baboecala,Passerida,56.0,61.0,20.5,14.6,15.0,5.0,4.0,0,1,0,0,0
Bradypterus barratti,Passerida,62.0,57.0,24.8,18.3,15.8,6.6,4.2,0,1,0,0,0
Bradypterus carpalis,Passerida,72.0,73.0,30.0,21.1,18.6,6.8,5.4,0,1,0,0,0
Bradypterus cinnamomeus,Passerida,60.0,71.0,24.3,14.6,15.3,6.5,4.2,0,1,0,0,0
Bubalornis albirostris,Passerida,121.0,92.0,31.0,24.8,25.7,11.4,11.8,0,1,0,0,0
Buphagus erythrorhynchus,Passerida,111.0,80.0,21.6,16.1,19.4,10.5,7.3,0,1,0,0,0
Cacicus cela,Passerida,147.3,96.0,30.9,22.6,34.6,13.7,14.6,1,0,0,0,0
Cacicus chrysonotus,Passerida,147.7,132.0,34.0,22.9,30.7,13.5,13.2,1,0,0,0,0
Cacicus chrysopterus,Passerida,101.0,89.0,24.3,17.8,23.1,11.1,11.1,1,0,0,0,0
Cacicus haemorrhous,Passerida,142.0,99.0,31.1,23.3,34.3,15.6,15.4,1,0,0,0,0
Cacicus melanicterus,Passerida,142.5,119.0,33.3,23.3,39.7,12.4,13.1,1,0,0,0,0
Cacicus sclateri,Passerida,108.5,86.5,25.4,18.8,23.5,12.8,12.2,1,0,0,0,0
Cacicus solitarius,Passerida,133.0,121.5,35.3,31.8,35.8,11.5,15.0,1,0,0,0,0
Cacicus uropygialis,Passerida,128.0,89.3,27.3,20.5,28.1,12.0,12.4,1,0,0,0,0
Calamospiza melanocorys,Passerida,85.0,67.0,24.1,17.1,15.3,10.6,11.4,0,0,0,0,1
Calandrella brachydactyla,Passerida,94.0,60.0,20.4,13.4,13.3,6.9,6.5,0,1,0,0,1
Calandrella cinerea,Passerida,91.0,59.0,20.7,12.7,13.9,6.3,5.8,0,1,0,0,1
Callaeas cinereus,Passerida,155.5,168.0,67.4,43.5,32.6,16.6,18.3,0,0,0,0,1
Calochaetes coccineus,Passerida,93.5,61.5,23.2,15.4,18.4,9.6,9.8,1,0,0,0,0
Calyptocichla serina,Passerida,89.3,71.5,19.6,11.6,21.3,6.3,5.1,0,1,0,0,0
Camarhynchus heliobates,Passerida,71.0,39.0,20.9,16.6,16.2,6.8,7.6,1,0,0,0,0
Camarhynchus pallidus,Passerida,68.0,42.0,21.8,16.4,18.0,7.2,8.4,1,0,0,0,0
Camarhynchus parvulus,Passerida,61.0,37.0,19.3,13.6,12.2,6.3,7.4,1,0,0,0,0
Camarhynchus pauper,Passerida,70.0,41.0,22.1,14.7,13.7,7.2,8.7,1,0,0,0,0
Camarhynchus psittacula,Passerida,69.0,42.0,21.3,15.5,15.5,8.0,10.2,1,0,0,0,0
Camaroptera brachyura,Passerida,54.5,35.5,20.1,10.4,15.4,4.4,3.1,0,1,0,0,0
Camaroptera simplex,Passerida,65.5,49.0,21.8,13.4,14.6,5.2,4.2,0,1,0,0,0
Camaroptera superciliaris,Passerida,47.8,27.8,17.8,9.1,16.5,4.7,3.0,0,1,0,0,0
Campylorhynchus brunneicapillus,Passerida,85.0,80.0,28.0,19.0,26.6,8.2,6.6,1,0,0,0,1
Campylorhynchus griseus,Passerida,88.0,79.0,29.4,20.4,27.1,7.9,7.3,1,0,0,0,0
Campylorhynchus rufinucha,Passerida,74.0,64.0,24.9,17.2,26.6,7.6,5.6,1,0,0,0,0
Campylorhynchus turdinus,Passerida,85.7,76.7,24.7,14.1,24.2,6.0,5.4,1,0,0,0,0
Cardinalis cardinalis,Passerida,94.0,102.0,24.4,16.6,20.3,9.8,11.9,0,0,0,0,1
Cardinalis phoeniceus,Passerida,87.0,84.0,24.1,17.8,20.7,12.0,16.5,1,0,0,0,0
Cardinalis sinuatus,Passerida,92.0,98.5,24.8,17.7,17.1,11.9,13.6,1,0,0,0,1
Carduelis carduelis,Passerida,73.0,47.0,13.1,13.5,13.7,6.2,7.1,0,0,1,0,1
Carduelis chloris,Passerida,89.0,53.0,17.3,14.9,17.2,9.1,10.4,0,0,0,0,1
Carduelis citrinella,Passerida,74.0,49.0,14.7,12.1,9.7,5.6,5.6,0,0,0,0,1
Carduelis sinica,Passerida,81.0,51.0,17.1,15.1,14.4,8.1,8.8,0,0,0,0,1
Carduelis spinoides,Passerida,77.0,46.0,16.5,13.6,12.8,7.4,8.5,0,0,1,0,0
Carduelis spinus,Passerida,72.0,42.0,14.4,12.5,13.6,5.9,6.8,0,0,0,0,1
Carduelis tristis,Passerida,71.0,45.0,13.8,10.7,11.7,4.9,6.3,0,0,0,0,1
Carpodacus cassinii,Passerida,65.0,65.0,19.4,15.0,13.7,6.4,6.4,0,0,0,0,1
Carpodacus erythrinus,Passerida,83.0,48.0,19.1,16.2,13.3,8.4,8.9,0,0,1,0,1
Carpodacus mexicanus,Passerida,77.5,57.0,17.9,13.6,13.0,8.1,8.7,1,0,0,0,1
Carpodacus puniceus,Passerida,114.0,77.0,24.9,20.6,18.9,9.7,10.2,0,0,1,0,1
Carpodacus purpureus,Passerida,80.0,53.0,17.8,15.1,13.5,8.3,9.1,0,0,0,0,1
Carpodacus rodopeplus,Passerida,83.0,65.0,23.5,17.8,15.8,8.5,8.8,0,0,1,0,0
Carpodacus rubicilla,Passerida,121.0,86.0,24.1,18.4,18.8,10.0,11.5,0,0,1,0,1
Caryothraustes poliogaster,Passerida,85.0,67.0,20.7,14.5,19.6,11.3,12.2,1,0,0,0,0
Catharus bicknelli,Passerida,95.5,64.5,28.5,16.7,17.7,7.6,5.0,0,0,0,0,1
Catharus fuscescens,Passerida,100.0,72.0,29.4,16.8,16.5,4.7,4.3,0,0,0,0,1
Catharus guttatus,Passerida,92.0,68.0,30.1,17.6,15.4,5.4,4.7,0,0,0,0,1
Catharus minimus,Passerida,101.5,69.0,31.3,19.2,18.0,8.3,5.6,0,0,0,0,1
Catharus ustulatus,Passerida,99.0,68.0,27.6,16.5,15.3,8.3,4.8,0,0,0,0,1
Cercomela familiaris,Passerida,77.0,57.0,22.3,13.4,16.5,7.7,4.9,0,1,0,0,0
Cercomela melanura,Passerida,79.0,63.0,23.0,13.7,16.1,7.2,4.4,0,1,0,0,0
Certhia brachydactyla,Passerida,58.5,53.0,16.4,12.3,19.1,3.4,3.3,0,0,0,0,1
Certhia discolor,Passerida,67.5,72.0,16.8,14.9,16.8,4.5,3.4,0,0,1,0,0
Certhia familiaris,Passerida,65.2,60.3,15.0,12.4,17.9,4.0,3.4,0,0,1,0,1
Certhia himalayana,Passerida,70.0,63.0,17.5,14.3,21.8,4.0,3.6,0,0,1,0,1
Certhia nipalensis,Passerida,69.0,72.5,19.6,16.5,14.2,4.2,3.4,0,0,1,0,0
Cettia brunnifrons,Passerida,47.0,45.0,18.4,14.1,11.3,4.7,3.5,0,0,1,0,1
Cettia diphone,Passerida,66.0,65.0,25.2,14.5,15.3,5.5,4.6,0,0,1,0,1
Cettia fortipes,Passerida,56.0,52.0,22.3,12.9,13.5,6.3,4.2,0,0,1,1,0
Cettia vulcania,Passerida,49.0,52.0,21.1,11.7,14.0,5.0,4.2,0,0,1,1,0
Chaetops aurantius,Passerida,88.0,94.0,40.5,23.3,22.6,8.3,7.1,0,1,0,0,0
Chaetops frenatus,Passerida,83.5,98.0,35.2,22.4,23.9,9.3,7.4,0,1,0,0,0
Chamaea fasciata,Passerida,59.2,77.5,25.3,16.6,13.3,5.9,4.7,0,0,0,0,1
Chersophilus duponti,Passerida,106.0,62.0,25.5,18.0,27.4,9.1,7.7,0,1,0,0,0
Chloropeta gracilirostris,Passerida,91.0,75.5,20.5,14.1,20.3,8.3,6.1,0,1,0,0,0
Chlorophanes spiza,Passerida,69.8,47.6,17.6,11.4,17.9,6.2,5.0,1,0,0,0,0
Chlorophonia cyanea,Passerida,62.0,31.0,14.8,12.2,11.3,6.2,4.2,1,0,0,0,0
