Family,Species,Individual,Timing,N family level,P family level,Na family level,Principal host family,Sex,avg eye width,Wing Length
Nymphalidae,Adelpha_bredowii,218,Recent,1.66129,0.115029,0.02668,Fagaceae,male,1.279469,3.529195
Nymphalidae,Adelpha_bredowii,219,Recent,1.66129,0.115029,0.02668,Fagaceae,female,1.3023365,3.69128
Nymphalidae,Adelpha_bredowii,220,Recent,1.66129,0.115029,0.02668,Fagaceae,female,1.258122,3.551067
Nymphalidae,Adelpha_bredowii,221,Recent,1.66129,0.115029,0.02668,Fagaceae,male,1.2917235,3.265978
Nymphalidae,Adelpha_bredowii,222,Recent,1.66129,0.115029,0.02668,Fagaceae,male,1.212219,2.942807
Nymphalidae,Adelpha_bredowii,223,Recent,1.66129,0.115029,0.02668,Fagaceae,female,1.320538,3.651373
Nymphalidae,Adelpha_bredowii,224,Recent,1.66129,0.115029,0.02668,Fagaceae,male,1.3166825,3.236069
Nymphalidae,Adelpha_bredowii,225,Recent,1.66129,0.115029,0.02668,Fagaceae,female,1.241868,3.746907
Hesperidae,Agathymus_stephensi,348,Ancient,2.62101,0.280253,0.04079,Asparagaceae,female,1.0893755,2.477
Hesperidae,Agathymus_stephensi,349,Ancient,2.62101,0.280253,0.04079,Asparagaceae,male,1.1424145,2.254
Hesperidae,Agathymus_stephensi,350,Ancient,2.62101,0.280253,0.04079,Asparagaceae,male,1.1722935,2.25
Hesperidae,Agathymus_stephensi,351,Ancient,2.62101,0.280253,0.04079,Asparagaceae,female,1.1745785,2.634
Hesperidae,Agathymus_stephensi,352,Ancient,2.62101,0.280253,0.04079,Asparagaceae,female,1.0738575,2.62
Hesperidae,Agathymus_stephensi,353,Ancient,2.62101,0.280253,0.04079,Asparagaceae,male,1.158634,2.338
Nymphalidae,Aglais_milberti,242,Ancient,3.41997,0.326043,0.50953,Urticaceae,male,0.807541,2.181147
Nymphalidae,Aglais_milberti,243,Ancient,3.41997,0.326043,0.50953,Urticaceae,female,0.8269435,2.3878
Nymphalidae,Aglais_milberti,244,Ancient,3.41997,0.326043,0.50953,Urticaceae,female,0.818326,2.481284
Nymphalidae,Aglais_milberti,245,Ancient,3.41997,0.326043,0.50953,Urticaceae,male,0.875541,2.18897
Nymphalidae,Aglais_milberti,246,Ancient,3.41997,0.326043,0.50953,Urticaceae,male,0.852631,2.356582
Nymphalidae,Aglais_milberti,247,Ancient,3.41997,0.326043,0.50953,Urticaceae,female,0.929785,2.353869
Nymphalidae,Aglais_milberti,248,Ancient,3.41997,0.326043,0.50953,Urticaceae,female,0.823859,2.617
Nymphalidae,Agraulis_vanillae,207,Ancient,3.1027,0.131691,0.57705,Passifloraceae,female,1.2980515,3.928865
Nymphalidae,Agraulis_vanillae,208,Ancient,3.1027,0.131691,0.57705,Passifloraceae,male,1.4245015,3.620458
Nymphalidae,Agraulis_vanillae,209,Ancient,3.1027,0.131691,0.57705,Passifloraceae,female,1.326488,3.925211
Nymphalidae,Agraulis_vanillae,210,Ancient,3.1027,0.131691,0.57705,Passifloraceae,male,1.3151695,3.206138
Nymphalidae,Agraulis_vanillae,211,Ancient,3.1027,0.131691,0.57705,Passifloraceae,female,1.178259,3.444585
Nymphalidae,Agraulis_vanillae,212,Ancient,3.1027,0.131691,0.57705,Passifloraceae,male,1.289926,3.286474
Nymphalidae,Agraulis_vanillae,213,Ancient,3.1027,0.131691,0.57705,Passifloraceae,male,1.368556,3.833884
Nymphalidae,Agraulis_vanillae,214,Ancient,3.1027,0.131691,0.57705,Passifloraceae,male,1.262989,3.519468
Nymphalidae,Agraulis_vanillae,215,Ancient,3.1027,0.131691,0.57705,Passifloraceae,male,1.453743,3.832029
Nymphalidae,Agraulis_vanillae,216,Ancient,3.1027,0.131691,0.57705,Passifloraceae,female,1.4794285,3.841289
Nymphalidae,Agraulis_vanillae,217,Ancient,3.1027,0.131691,0.57705,Passifloraceae,female,1.3976175,3.770408
Nymphalidae,Anaea_andria,191,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,female,1.0937595,3.24544
Nymphalidae,Anaea_andria,192,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,female,1.148032,3.411538
Nymphalidae,Anaea_andria,193,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,female,1.109632,3.643581
Nymphalidae,Anaea_andria,194,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,male,1.1816245,2.926185
Nymphalidae,Anaea_andria,195,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,female,1.086435,3.407097
Nymphalidae,Anaea_andria,196,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,male,1.1073405,3.087059
Nymphalidae,Anaea_andria,197,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,male,1.2201025,3.094611
Nymphalidae,Anaea_andria,198,Ancient,2.32015,0.165018,0.13081,Euphorbiaceae,female,1.007194,3.243315
Hesperidae,Ancyloxypha_numitor,483,Ancient,1.77674,0.159897,0.0395,Poaceae,NA,0.6613,1.204827
Hesperidae,Ancyloxypha_numitor,484,Ancient,1.77674,0.159897,0.0395,Poaceae,NA,0.501172,1.032523
Hesperidae,Ancyloxypha_numitor,485,Ancient,1.77674,0.159897,0.0395,Poaceae,male,,1.038719
Hesperidae,Ancyloxypha_numitor,486,Ancient,1.77674,0.159897,0.0395,Poaceae,male,0.6437205,1.215803
Hesperidae,Ancyloxypha_numitor,487,Ancient,1.77674,0.159897,0.0395,Poaceae,female,0.601149,1.365095
Hesperidae,Ancyloxypha_numitor,488,Ancient,1.77674,0.159897,0.0395,Poaceae,male,0.6142345,1.034116
Hesperidae,Ancyloxypha_numitor,489,Ancient,1.77674,0.159897,0.0395,Poaceae,male,0.49902,1.127351
Hesperidae,Ancyloxypha_numitor,490,Ancient,1.77674,0.159897,0.0395,Poaceae,male,0.558645,1.19779
Hesperidae,Ancyloxypha_numitor,491,Ancient,1.77674,0.159897,0.0395,Poaceae,male,0.577855,1.124897
Hesperidae,Ancyloxypha_numitor,492,Ancient,1.77674,0.159897,0.0395,Poaceae,male,0.58502,1.264172
Nymphalidae,Asterocampa_celtis,289,Ancient,2.82167,0.160276,0.03984,Cannabaceae,male,1.2811415,2.379278
Nymphalidae,Asterocampa_celtis,290,Ancient,2.82167,0.160276,0.03984,Cannabaceae,female,1.1289045,2.784605
Nymphalidae,Asterocampa_celtis,291,Ancient,2.82167,0.160276,0.03984,Cannabaceae,female,1.0961465,2.744538
Nymphalidae,Asterocampa_celtis,292,Ancient,2.82167,0.160276,0.03984,Cannabaceae,female,1.038163,2.485632
Nymphalidae,Asterocampa_celtis,293,Ancient,2.82167,0.160276,0.03984,Cannabaceae,female,1.1002475,2.829366
Nymphalidae,Asterocampa_celtis,294,Ancient,2.82167,0.160276,0.03984,Cannabaceae,female,1.161457,2.455862
Nymphalidae,Asterocampa_celtis,295,Ancient,2.82167,0.160276,0.03984,Cannabaceae,female,1.026509,2.456924
Nymphalidae,Asterocampa_celtis,296,Ancient,2.82167,0.160276,0.03984,Cannabaceae,male,1.1361555,2.164332
Nymphalidae,Asterocampa_celtis,297,Ancient,2.82167,0.160276,0.03984,Cannabaceae,male,1.156754,2.254908
Nymphalidae,Asterocampa_celtis,298,Ancient,2.82167,0.160276,0.03984,Cannabaceae,male,1.0808785,2.404762
Lycaenidae,Atlides_halesus,319,Ancient,1.3125,0.134353,0.56459,Santalaceae,female,1.0233925,2.122774
Lycaenidae,Atlides_halesus,320,Ancient,1.3125,0.134353,0.56459,Santalaceae,male,1.144485,1.858057
Lycaenidae,Atlides_halesus,321,Ancient,1.3125,0.134353,0.56459,Santalaceae,female,1.049757,2.065277
Lycaenidae,Atlides_halesus,322,Ancient,1.3125,0.134353,0.56459,Santalaceae,female,1.0555465,2.195186
Lycaenidae,Atlides_halesus,323,Ancient,1.3125,0.134353,0.56459,Santalaceae,male,1.1758115,1.834673
Lycaenidae,Atlides_halesus,324,Ancient,1.3125,0.134353,0.56459,Santalaceae,male,1.16403,1.81009
Papilionidae,Battus_philenor,262,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,male,1.4434765,4.048272
Papilionidae,Battus_philenor,263,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,female,1.33691,4.448067
Papilionidae,Battus_philenor,264,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,male,1.568143,4.169936
Papilionidae,Battus_philenor,265,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,female,1.3683505,4.659231
Papilionidae,Battus_philenor,266,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,male,1.606168,4.375711
Papilionidae,Battus_philenor,267,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,female,1.4198095,4.827402
Papilionidae,Battus_philenor,268,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,male,1.573098,5.307334
Nymphalidae,Boloria_bellona,24,Ancient,2.69353,0.254557,0.0245,Violaceae,male,0.83725,2.087222
Nymphalidae,Boloria_bellona,25,Ancient,2.69353,0.254557,0.0245,Violaceae,female,0.6942735,2.152385
Nymphalidae,Boloria_bellona,26,Ancient,2.69353,0.254557,0.0245,Violaceae,male,0.564246,2.038358
Nymphalidae,Boloria_bellona,27,Ancient,2.69353,0.254557,0.0245,Violaceae,male,0.759055,2.29068
Nymphalidae,Boloria_bellona,28,Ancient,2.69353,0.254557,0.0245,Violaceae,female,0.6048425,2.235402
Nymphalidae,Boloria_bellona,29,Ancient,2.69353,0.254557,0.0245,Violaceae,female,0.6463875,2.295532
Nymphalidae,Boloria_freija,269,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.649821,1.889363
Nymphalidae,Boloria_freija,270,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.912793,1.874066
Nymphalidae,Boloria_freija,271,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.748519,1.874948
Nymphalidae,Boloria_freija,272,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.898838,1.69012
Nymphalidae,Boloria_freija,273,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.882141,1.786547
Nymphalidae,Boloria_freija,274,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.8734225,1.54802
Nymphalidae,Boloria_freija,275,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.864394,1.692
Nymphalidae,Boloria_freija,276,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.8738195,1.746178
Nymphalidae,Boloria_freija,277,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.799189,1.76262
Nymphalidae,Boloria_freija,278,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.891547,1.752941
Nymphalidae,Boloria_frigga,30,Recent,2.18222,0.171517,0.029655,Salicaceae,male,0.964817,1.965731
Nymphalidae,Boloria_frigga,30.1,Recent,2.18222,0.171517,0.029655,Salicaceae,male,,2.182142
Nymphalidae,Boloria_frigga,30.2,Recent,2.18222,0.171517,0.029655,Salicaceae,male,0.9095375,2.201188
Lycaenidae,Callophrys_augustinus,96,Recent,1.20477,0.085145,0.02524,Ericaceae,male,,1.151302
Lycaenidae,Callophrys_augustinus,107,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.63365,1.154957
Lycaenidae,Callophrys_augustinus,108,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.529739,1.137945
Lycaenidae,Callophrys_augustinus,109,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.598369,1.218238
Lycaenidae,Callophrys_augustinus,110,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.5578845,1.240087
Lycaenidae,Callophrys_augustinus,111,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.506353,1.162182
Lycaenidae,Callophrys_augustinus,112,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.5239065,1.14112
Lycaenidae,Callophrys_gryneus,366,Recent,1.14872,0.104458,0.01908,Cupressaceae,female,0.5391415,1.185
Lycaenidae,Callophrys_gryneus,367,Recent,1.14872,0.104458,0.01908,Cupressaceae,male,0.5478285,1.15
Lycaenidae,Callophrys_gryneus,368,Recent,1.14872,0.104458,0.01908,Cupressaceae,male,0.52535,1.306
Lycaenidae,Callophrys_gryneus,369,Recent,1.14872,0.104458,0.01908,Cupressaceae,female,0.5425595,1.207
Lycaenidae,Callophrys_gryneus,370,Recent,1.14872,0.104458,0.01908,Cupressaceae,male,0.558031,1.235
Lycaenidae,Callophrys_gryneus,371,Recent,1.14872,0.104458,0.01908,Cupressaceae,male,0.514207,1.247
Lycaenidae,Callophrys_gryneus,372,Recent,1.14872,0.104458,0.01908,Cupressaceae,female,0.5511325,1.331
Lycaenidae,Callophrys_niphon,101,Recent,1.22446,0.130829,0.02399,Pinaceae,male,0.6278935,1.3301
Lycaenidae,Callophrys_niphon,102,Recent,1.22446,0.130829,0.02399,Pinaceae,male,0.6283945,1.255856
Lycaenidae,Callophrys_niphon,103,Recent,1.22446,0.130829,0.02399,Pinaceae,male,0.6748155,1.318261
